,Title,Categories,Status,Views,Comments,Follows,Introduction,Last Update,Latest Chapter
52,"Tensei Kenja No Isekai Raifu ~ Daini No Shokugyo Wo Ete, Sekai Saikyou Ni Narimashita~","Action, Comedy, Fantasy, Manga, Xuyên Không",Đang tiến hành,2142878,2056,25233,"Một thanh niên vì bị bốc bát họ à nhầm bị bóc lột sức lao động mà chán nản cuộc sống, anh phải làm việc ngày này qua ngày khác chỉ để có cái ăn. Bỗng tự nhiên một tin nhắn được gửi đến máy tính hỏi rằng anh có muốn tới đó không? Anh lưỡng lự éo thèm trả lời và cái đụ nó đưa anh đi cmn luôn, thức dậy và thấy một con slime đang nhìn chằm chằm mình, hãy dõi theo cuộc hành trình của anh nào... P/s: Main bá vãi lòn",01/09//2021,Chapter 25
53,Dorei Shounin shika Sentakushi ga Nai desu yo? Harem? Nani Sore Oishii no?,"Adventure, Comedy, Drama, Ecchi, Harem, Seinen, Supernatural",Đang tiến hành,228673,301,5036,"Được một đống danh hiệu ngon, nhưng main lại chọn cái phế nhất. Nhưng anh là main nên anh số hưởng :))) Đọc rồi biết .",01/09//2021,Chapter 8
54,Tôi Tự Động Săn Một Mình,"Action, Adventure, Fantasy, Manhua, Truyện Màu",Đang tiến hành,7299249,917,24525,,31/08//2021,Chapter 92
55,Cuộc đời Thứ Hai Của Một Gangster,"Action, Manhwa, School Life, Seinen, Truyện Màu",Đang tiến hành,3856093,1057,16645,"Một thanh niên gangster được hội anh em xin tí tiết, muốn giúp hoá kiếp sớm. Ai ngờ anh chưa ngỏm hẳn mà được cơ hội làm lại cuộc đời.",31/08//2021,Chapter 81
56,A City Called Nowhere,"Horror, Manga, Supernatural",Đang tiến hành,88370,106,1556,Sheryl sống ở một thành phố nơi đầy rẫy những nguy hiểm mà hầu hết mọi người không nhận ra,31/08//2021,Chapter 10
57,Sobi Seisaku Kei Chi to De Isekai Wo Jiyu Ni Ikiteikimasu,"Action, Comedy, Fantasy, Manga",,88845,111,4458,"Có một người bán hàng 29 tuổi bình thường tên là Touji Akino, một ngày nọ, đột nhiên được đưa đến một thế giới khác. Tuy nhiên, hóa ra anh ta là sản phẩm phụ của nghi thức triệu tập vương quốc Anh hùng, và vì những người xung quanh anh ta có kỹ năng và trình độ tốt hơn anh ta, anh ta nhanh chóng bị đuổi khỏi vương quốc. Tuy nhiên, anh ta có một kỹ năng gian lận độc đáo cho phép anh ta nhìn vào trạng thái của bất kỳ đối tượng nào anh ta chạm vào. Sử dụng sức mạnh này, anh quyết tâm sống một cuộc sống chậm chạp và đạt được một hậu cung của những cô gái dễ thương và các linh vật.",04/02//2020,Chapter 3
58,Quy Luật Tình Yêu Ở Mạt Thế,"Comedy, Manhua, Ngôn Tình, Romance, Shoujo, Truyện Màu",Đang tiến hành,50265920,5055,46179,"Nếu ai thích đọc thể loại: mạt thế, dị năng, trọng sinh, tùy thân không gian thì hãy nhảy hố đi nào. Ở mạt thế, cô gái mồ côi Mục Diệc Nhiên ôm nỗi hận mà chết, nào ngờ cô được trọng sinh, quay về 3 ngày trước mạt thế. Đời này tay đánh ả điếm, chân đạp nam cặn bã, nhận được không gian tích trữ vật tư, nhưng lại bất cẩn chọc phải quân thiếu...",31/08//2021,Chapter 425
59,Kawaii Hito (SAITOU Ken),"Comedy, Drama, Ngôn Tình, Romance, Shoujo, Slice of Life",Hoàn thành,573022,469,5079,Câu chuyện tình cảm trong sáng đáng yêu giữa một cô gái sinh viên đại học với anh chàng dễ thương có ánh mắt phù thủy.,31/08//2021,Chapter 30.5
60,Thất Nghiệp Chuyển Sinh - Cuộc phiêu lưu của Roxy,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem",Đang tiến hành,287654,170,3033,Một spin off về cuộc phiêu lưu lúc nhỏ của roxy - một nhân vật khá nổi bật trong bộ Mushoku Tensei,31/08//2021,Chapter 16
61,Trước Kia Có Tòa Linh Kiếm Sơn,"Action, Manhua, Romance, Truyện Màu",Đang tiến hành,29946040,4400,28318,"Thái cổ thần vẫn, hằng cổ nghiền nát, mạt pháp bắt đầu, kỳ tài buông xuống...
một gã FA từ thế giới hiện đại xuyên việt qua vương giả đại lục, sở hữu Không Linh Căn ngàn năm hiếm gặp, hắn bái nhập sơn môn linh kiếm phái, với trí thông minh nghiền áp dị giới, bước nên con đường trở thành vô thượng cường giả...",31/08//2021,Chapter 583
62,Nữ Hoàng Luật,"Comedy, Drama, Manhua, Romance, Truyện Màu",Đang tiến hành,8661,13,518,"Luật sư ly hôn, chuyên đào tạo tiểu tam, một tổ chức bí mật chuyên phá hoại hôn nhân để thu lợi khổng lồ! Lâm Vy cũng vì bị bọn họ bức ép ly hôn, một thân rời khỏi nhà. Nhưng trở lại tòa án với tư cách là một luật sư, cô bảo vệ kẻ yếu, tuyên chiến với kẻ mạnh, phản công từ các bà nội trợ, được các loại mỹ nam ngưỡng mộ, và cuối cùng trở thành nữ hoàng luật. Và cô bất ngờ phát hiện ra rằng mục đích cuối cùng của mọi âm mưu chia rẽ của luật sư hôn nhân, hóa ra là chỉ để đạt được tiếng tăm.",31/08//2021,Chapter 5
63,Sát Thủ Vương Phi Không Dễ Chọc,"Cổ Đại, Manhua, Ngôn Tình, Romance, Truyện Màu, Xuyên Không",Đang tiến hành,8083595,2540,23635,"Nữ chính là sát thủ xuyên việt thành tiểu thư ngu ngốc, được gả cho vương gia thì lại là vương gia pê đê, giả nam trang trốn ra ngoài thì lại bị công chúa tán . . . à, cuối cùng thì vương gia hết pê đê quay lại sủng nữ chính.",27/07//2021,Chapter 88
64,The Ride on King,"Comedy, Fantasy, Martial Arts, Shounen, Xuyên Không",Đang tiến hành,1440573,1383,7593,"Alexander Purchinov tổng thống của cộng hòa pursia. đất nước được thống lĩnh bởi sức mạnh và quân sự. Alexander luôn tìm kiếm những thứ mới lạ để cưỡi nhưng trách nhiệm của một tổng thống đã lấy mất điều đó từ ông. và tình cờ ông đã được xuyên không sang một thế giới khác với những con orc, rồng và cả nhân mã...",31/08//2021,Chapter 28.1
65,Những Mảnh đời Tan Vỡ,"Action, Comedy, Comic, Drama, Manhwa, Seinen, Supernatural, Truyện Màu",Đang tiến hành,340307,123,3440,"Một anh chàng 21 tuổi luôn bị bắt bạt từ thời cấp 3 nên phải sống một cuộc đời của kẻ thua cuộc. Giờ đây anh nhận được cơ hội để có thể thay đổi cuộc đời tệ hại của mình, liệu anh sẽ làm gì trước những phong ba bão táp sắp ập đến?
Một bộ truyện tranh mới đến từ tác giả của Lookism",29/08//2021,Chapter 33
66,Tôi Sinh Ra Để Làm Người Vĩ Đại,"Manhwa, Martial Arts, Truyện Màu",Đang tiến hành,2944205,551,14312,"Khi bạn thành công ở mọi thứ bạn cố gắng, bạn không còn cách nào khác ngoài tìm kiếm thử thách ở nơi khác, như trong một trò chơi. Bằng cách sử dụng các công việc rác mà không ai chú ý đến, với thái độ đúng đắn, bạn buộc phải hoàn thành mục tiêu của mình! Thậm chí thành công ở những nhiệm vụ bất khả thi nhất, nhân vật chính đặt cược mọi thử anh ta có. Với kĩ năng của mình, tôi sẽ đánh bại trò chơi này !",30/08//2021,Chapter 81
67,Hentai Ouji to Warawanai Neko,"Comedy, Drama, Romance, School Life",Đang tiến hành,229469,110,2436,Hoàng tử biến thái gặp mèo cái không cười.,30/08//2021,Chapter 34.5
68,Thân Thể Của Ta Là Kiếm Chủng,"Action, Adventure, Manhua, Truyện Màu",Đang tiến hành,10358525,802,24120,"Huyền kiếm đại lục, kiếm đạo độc tôn, vô số kiếm tu ngạo kiếm tung hoành, đã từng huy hoàng kiếm thế, càng là xuất hiện vô số thuộc về Kiếm giả truyền kỳ thần thoại...... Bây giờ Huyền kiếm đại lục dù không còn trước kia phong thái, nhưng kiếm tu y nguyên thịnh hành. Huyền kiếm đại lục Huyền kiếm tông một cái tu hành thông suốt tu hành thiên tài đột nhiên bị biến cố Xem thêm",30/08//2021,Chapter 126
69,Miêu Tương Phản Chuyển,"Action, Comedy, Fantasy, Manhua, Romance, Supernatural, Truyện Màu",Đang tiến hành,83942,167,1810,"Ngải Văn vì muốn giải cứu người quan trọng nhất đã khuất của mình mà quyết tâm chế tạo cỗ máy thời gian xuyên không về quá khứ. Nhưng vì trái luật nhân quả mà cô lại đến tương lai, bị mất hết ký ức và rơi vào tay hai anh chàng đẹp trai…",30/08//2021,Chapter 14.1
70,Ran to haiiro no sekai,"Comedy, Fantasy, Seinen, Slice of Life",Đang tiến hành,326402,46,711,Cùng gặp gỡ gia đình phép thuật Uruma gồm 4 thành viên:,30/08//2021,Chapter 48
71,Saitei Ouji-tachi Niyoru Koui Sou “Yuzuru” Sen,"Action, Comedy, Fantasy, Manga, Martial Arts",Đang tiến hành,203142,216,4216,"Bạn mong chờ gì từ một bộ truyện đề tài tranh đoạt vương vị? Anh chị em đấu đá lẫn nhau? Huynh đệ tương tàn? Âm mưu thâm sâu bí hiểm? Bộ này... có đủ. Song không phải là để cướp ngôi báu mà là để đùn đẩy ngôi báu cho nhau. Bằng mọi cách vô liêm sĩ nhất, đám hoàng tử công chúa phải tránh cho bằng được vị trí quốc vương mà cha chúng để lại, hòng sống một cuộc đời viên mãn mà không phải lo nghĩ gì.",29/08//2021,Chapter 12
72,Kiniro Japanesuku,"Historical, Manga, Romance, Shoujo",Đang tiến hành,49753,22,713,"Nữ chính Maria là con lai, với mái tóc vàng và đôi mắt xanh cô luôn khiến người khác dị nghị nên cô đã lấy mực nhuộm đen tóc, để tóc mái vừa dày vừa dài để che đi đôi mắt của mình. Một ngày nọ cô gặp nam chính, vô tình cô để lộ màu tóc + màu mắt của mình nên cậu ta kiểu “cô gái ấy thật thú vị” và câu chuyện giữa 2 người bắt đầu.",29/08//2021,Chapter 11
73,Megami-Ryou No Ryoubo-Kun,"Comedy, Ecchi, Harem, Romance, Shounen",Đang tiến hành,293310,317,5373,Thanh niên bị cháy nhà sau đó đến ở với kí túc xá nữ và end cái tóm tắt,29/08//2021,Chapter 10.1
74,Kirei na Onee-san to Nomu Osake wa Suki desu ka?,"Comedy, Romance, Seinen, Slice of Life",Đang tiến hành,15424,41,868,Câu truyện về chàng trai đi cùng một chị trong công ty đi uống rượu :v,29/08//2021,Chapter 6
75,Kimi Shi ni Tamou Koto Nakare,"Action, Sci-fi, Seinen, Shounen, Supernatural",Đang tiến hành,233621,165,3540,"Trong tương lai, khi sức mạnh tâm linh đã trở thành một sự thật hiển nhiên, một ngồi trường đã được thành lập dành riêng cho những đứa trẻ có năng lực ấy. Những học sinh được đưa vào chiến tranh như một vũ khí quân đội mà không hay biết ý nghĩa về đấu tránh hay mạng sống của chính mình.",29/08//2021,Chapter 21
76,Vân Trung Hoa,"Cổ Đại, Drama, Manhwa, Romance, Truyện Màu, Webtoon",Đang tiến hành,1577022,416,6884,"Nàng là một cô công chúa bị mọi người khinh thường. Khi không có chỗ dựa, nàng rồi sẽ sinh tồn như thế nào? Cho đến đến gặp được hắn, cuộc sống của nàng liền thay đổi, hãy cùng xem nàng công chúa không được sủng ái sẽ đoạt lại những thứ thuộc về mình như thế nào.",29/08//2021,Chapter 126
77,Giải Thoát,"Manhwa, School Life, Shoujo Ai, Shounen",Đang tiến hành,281737,183,1252,"Hyeongoh là một học sinh khuyết tật với học lực đầu toàn trường. Chuỗi ngày đi học luôn chìm trong đau khổ vì luôn bị bạo hành và bắt nạt bởi một đám du côn trong trường, đến khi cậu gặp được một người chịu đứng lên để bảo vệ cậu....",29/08//2021,Chapter 27
78,Vì Sợ Đau Nên Em Tăng Max Vit,"Adventure, Comedy, Fantasy, Manga, Mature",Đang tiến hành,412675,418,4956,"Tên khác: Itai no wa Iya nanode Bogyo-Ryoku ni Kyokufuri Shitai to Omoimasu; Vì sợ đau nên tôi nâng hết cho phòng thủ
Dưới lời dụ dỗ của cô bạn thân Shiromine Risa, Honjou Kaede - nữ chính, đã tham gia vào trò chơi VRMMO. Tuy nhiên vì bản tính cực kì sợ đau của cô nàng, nên chỉ chăm chăm tăng chỉ số phòng thủ. Hàng loạt tình huống hài hước xảy khi nhân vật chỉ có mỗi chỉ số phòng thủ xuất hiện. Cùng theo dõi nào",28/08//2021,Chapter 16.5
79,Hoán đổi linh hồn với Gal,"Comedy, Fantasy, Manga, Romance, School Life, Shounen, Slice of Life",Đang tiến hành,44892,61,1319,"Enomoto là một con mọt công việc nhàm chán, không sở thích, không bạn gái. Một ngày đẹp trời nọ, bỗng từ đâu xuất hiện một nữ sinh cấp 3 còn tuổi ăn chơi phơi phới tên Riko, và 2 người hoán đổi linh hồn cho nhau (Kimi no Na wa reference??). Cuộc sống bị đảo lộn, nhưng hình như lại có cái hay của nó...",28/08//2021,Chapter 5
80,Cuộc Chiến Sinh Tồn: Thiên Thần Sa Ngã,"Action, Drama, Horror, Manga, Psychological, Supernatural",Đang tiến hành,26232,92,952,"Câu chuyện bắt đầu khi những sinh vật khổng lồ có cánh bỗng nhiên tràn lan hàng loạt trong sân trường. Đó là một vũ khí sinh học,những thiên thần chết đói, được thả ra khắp thế giới bởi một tổ chức khủng bố bí ẩn., Ngôi trường nhanh chóng trở thành một biển máu ... Trong nỗ lực sống sót, những học sinh còn lại bắt buộc phải sử dụng enzym để chống lại lũ thiên thần đói khát, nhưng kể từ khi sử dụng nó,nỗi kinh hoàng càng ngày càng ập tới nhiều hơn....",28/08//2021,Chapter 5
81,Saguri-Chan Tankentai,"Adventure, Romance, Shounen, Slice of Life",Đang tiến hành,209193,229,3039,Còn gì tuyệt hơn là đi khám phá cùng một cô gái dễ thương!! Những cảnh tượng đẹp như tranh vẽ có thể tìm thấy ở mọi nơi!! Một bộ manga khám phá tràn ngập tiếng cười sẽ khiến bạn muốn đi ra ngoài ngắm cảnh ngay!,28/08//2021,Chapter 35.5
82,Jinja Yell!,"Comedy, Ecchi, Manga, Romance, Shounen, Slice of Life",Đang tiến hành,11889,40,875,"Tsumoi được đưa đến tạm trú ở một ngôi đền trong thời gian phụ huynh của cậu đi công tác dài ngày.
Nhưng ở ngôi đền đó xuất hiện một cô bé rất dễ thương, một vu nữ trong đền, bằng tuổi cậu, tên là Toki-chan.
Một câu chuyện hài hước lãng mạn diễn ra trong ngôi đền linh thiêng sẽ như thế nào?",28/08//2021,Chapter 5
83,Không Thấy Ác Quỷ,"Manhwa, School Life, Supernatural, Truyện Màu, Webtoon",Đang tiến hành,11456,27,699,"Bonggang Choi có một bí mật. Cậu ấy sống một cuộc sống bình lặng như một sinh viên đại học bình thường, nhưng cậu ấy được sinh ra với một khả năng đặc biệt - đọc suy nghĩ. Vì giữ bí mật, cậu không hành động theo những điều mà đã đọc suy nghĩ được. Nhưng khi đọc được suy nghĩ của Hun Jo, một học sinh khác cùng trường và phát hiện ra rằng anh ta có thể đã giết ai đó, Bonggang sớm phát hiện ra rằng mình không thể nhắm mắt làm ngơ được.",28/08//2021,Chapter 3
